Country or Area,Year,Commodity,Flow,Trade (USD),Weight (kg),Quantity Name,Quantity
Saudi Arabia,2015,All Commodities,Export,203688802561.012,,No Quantity,
Saudi Arabia,2015,All Commodities,Re-Export,8635823332.267,,No Quantity,
Saudi Arabia,2015,All Commodities,Import,174785637598.386,,No Quantity,
Saudi Arabia,2014,All Commodities,Re-Export,7648026890.0,,No Quantity,
Saudi Arabia,2014,All Commodities,Import,168239638203.0,,No Quantity,
Saudi Arabia,2014,All Commodities,Export,341947182544.0,,No Quantity,
Saudi Arabia,2013,All Commodities,Re-Export,7786619867.0,,No Quantity,
Saudi Arabia,2013,All Commodities,Import,163013498700.0,,No Quantity,
Saudi Arabia,2013,All Commodities,Export,375360918001.0,,No Quantity,
Saudi Arabia,2012,All Commodities,Re-Export,6589436503.0,,No Quantity,
Saudi Arabia,2012,All Commodities,Import,151260012541.0,,No Quantity,
Saudi Arabia,2012,All Commodities,Export,387373982617.0,,No Quantity,
Saudi Arabia,2011,All Commodities,Re-Export,6164913573.0,,No Quantity,
Saudi Arabia,2011,All Commodities,Import,127962726620.0,,No Quantity,
Saudi Arabia,2011,All Commodities,Export,364139418640.0,,No Quantity,
Saudi Arabia,2010,All Commodities,Re-Export,4920561351.0,,No Quantity,
Saudi Arabia,2010,All Commodities,Import,103621530060.0,,No Quantity,
Saudi Arabia,2010,All Commodities,Export,250577015621.0,,No Quantity,
Saudi Arabia,2009,All Commodities,Export,191810272744.0,,No Quantity,
Saudi Arabia,2009,All Commodities,Re-Export,6089281740.0,,No Quantity,
Saudi Arabia,2009,All Commodities,Import,92457155434.0,,No Quantity,
Saudi Arabia,2008,All Commodities,Re-Export,5502461011.0,,No Quantity,
Saudi Arabia,2008,All Commodities,Import,112273148075.0,,No Quantity,
Saudi Arabia,2008,All Commodities,Export,312999364049.0,,No Quantity,
Saudi Arabia,2007,All Commodities,Import,87816600598.0,,No Quantity,
Saudi Arabia,2007,All Commodities,Re-Export,5129841633.0,,No Quantity,
Saudi Arabia,2007,All Commodities,Export,232855982640.0,,No Quantity,
Saudi Arabia,2006,All Commodities,Re-Export,3754233367.0,,No Quantity,
Saudi Arabia,2006,All Commodities,Export,210823971728.0,,No Quantity,
Saudi Arabia,2006,All Commodities,Import,67681047979.0,,No Quantity,
Saudi Arabia,2005,All Commodities,Import,57232567930.0,,No Quantity,
Saudi Arabia,2005,All Commodities,Re-Export,2666186524.0,,No Quantity,
Saudi Arabia,2005,All Commodities,Export,180277726927.0,,No Quantity,
Saudi Arabia,2004,All Commodities,Import,44944407647.0,,No Quantity,
Saudi Arabia,2004,All Commodities,Re-Export,2262263628.0,,No Quantity,
Saudi Arabia,2004,All Commodities,Export,125551144672.0,,No Quantity,
Saudi Arabia,2003,All Commodities,Import,39569489728.0,,No Quantity,
Saudi Arabia,2003,All Commodities,Re-Export,1032367424.0,,No Quantity,
Saudi Arabia,2003,All Commodities,Export,92765581557.0,,No Quantity,
Saudi Arabia,2002,All Commodities,Import,30466326350.0,,No Quantity,
Saudi Arabia,2002,All Commodities,Re-Export,938275306.0,,No Quantity,
Saudi Arabia,2002,All Commodities,Export,72128962428.0,,No Quantity,
Saudi Arabia,2001,All Commodities,Import,29154366310.0,,No Quantity,
Saudi Arabia,2001,All Commodities,Re-Export,855150402.0,,No Quantity,
Saudi Arabia,2001,All Commodities,Export,67674040859.0,,No Quantity,
Saudi Arabia,2000,All Commodities,Import,28398740298.0,,No Quantity,
Saudi Arabia,2000,All Commodities,Re-Export,410336780.0,,No Quantity,
Saudi Arabia,2000,All Commodities,Export,77204301305.0,,No Quantity,
Saudi Arabia,1999,All Commodities,Re-Export,499085623.0,,No Quantity,
Saudi Arabia,1999,All Commodities,Import,28031635613.0,,No Quantity,
Saudi Arabia,1999,All Commodities,Export,50693813581.0,,No Quantity,
Saudi Arabia,1998,All Commodities,Re-Export,479098720.0,,No Quantity,
Saudi Arabia,1998,All Commodities,Export,39806951424.0,,No Quantity,
Saudi Arabia,1998,All Commodities,Import,30012264448.0,,No Quantity,
Saudi Arabia,1996,All Commodities,Re-Export,618025792.0,,No Quantity,
Saudi Arabia,1996,All Commodities,Export,56509526016.0,,No Quantity,
Saudi Arabia,1996,All Commodities,Import,27764922368.0,,No Quantity,
Saudi Arabia,1995,All Commodities,Re-Export,470080384.0,,No Quantity,
Saudi Arabia,1995,All Commodities,Export,49029578752.0,,No Quantity,
Saudi Arabia,1995,All Commodities,Import,28085112832.0,,No Quantity,
Saudi Arabia,1994,All Commodities,Re-Export,331345056.0,,No Quantity,
Saudi Arabia,1994,All Commodities,Export,42874187776.0,,No Quantity,
Saudi Arabia,1994,All Commodities,Import,23042631680.0,,No Quantity,
Saudi Arabia,1993,All Commodities,Re-Export,407710432.0,,No Quantity,
Saudi Arabia,1993,All Commodities,Export,42395787264.0,,No Quantity,
Saudi Arabia,1993,All Commodities,Import,28201402368.0,,No Quantity,
Saudi Arabia,1992,All Commodities,Re-Export,652050304.0,,No Quantity,
Saudi Arabia,1992,All Commodities,Export,53486448640.0,,No Quantity,
Saudi Arabia,1992,All Commodities,Import,33272639488.0,,No Quantity,
Saudi Arabia,1991,All Commodities,Export,47053329979.0,,No Quantity,
Saudi Arabia,1991,All Commodities,Re-Export,613258185.0,,No Quantity,
Saudi Arabia,1991,All Commodities,Import,29073801235.0,,No Quantity,
Senegal,2021,All Commodities,Export,5202221589.634,,No Quantity,
Senegal,2021,All Commodities,Import,9699022129.071,,No Quantity,
Senegal,2020,All Commodities,Import,7812455324.343,,No Quantity,
Senegal,2020,All Commodities,Export,3929360138.499,,No Quantity,
Senegal,2019,All Commodities,Export,4178514674.51,,No Quantity,
Senegal,2019,All Commodities,Import,8143734073.756,,No Quantity,
Senegal,2018,All Commodities,Export,3623242949.602,,No Quantity,
Senegal,2018,All Commodities,Import,8071410856.072,,No Quantity,
Senegal,2017,All Commodities,Import,6745362014.951,,No Quantity,
Senegal,2017,All Commodities,Export,2995885808.621,,No Quantity,
Senegal,2016,All Commodities,Import,5477912190.0,,No Quantity,
Senegal,2016,All Commodities,Export,2640276916.0,,No Quantity,
Senegal,2015,All Commodities,Import,5595354746.0,,No Quantity,
Senegal,2015,All Commodities,Export,2611671966.0,,No Quantity,
Senegal,2014,All Commodities,Import,6502674171.0,,No Quantity,
Senegal,2014,All Commodities,Export,2750172137.0,,No Quantity,
Senegal,2013,All Commodities,Import,6552182262.0,,No Quantity,
Senegal,2013,All Commodities,Export,2660988556.0,,No Quantity,
Senegal,2012,All Commodities,Import,6434215834.0,,No Quantity,
Senegal,2012,All Commodities,Export,2531665004.0,,No Quantity,
Senegal,2011,All Commodities,Import,5908917003.0,,No Quantity,
Senegal,2011,All Commodities,Export,2541704770.0,,No Quantity,
Senegal,2010,All Commodities,Import,4776840464.926,,No Quantity,
Senegal,2010,All Commodities,Export,2085661790.556,,No Quantity,
Senegal,2009,All Commodities,Import,4712899438.0,,No Quantity,
Senegal,2009,All Commodities,Export,2017385759.0,,No Quantity,
Senegal,2008,All Commodities,Export,2170480818.0,,No Quantity,
Senegal,2008,All Commodities,Import,6527603490.0,,No Quantity,
Senegal,2007,All Commodities,Import,4871391682.0,,No Quantity,
Senegal,2007,All Commodities,Export,1546256022.0,,No Quantity,
Senegal,2006,All Commodities,Import,3670993458.0,,No Quantity,
Senegal,2006,All Commodities,Re-Export,809121128.0,,No Quantity,
Senegal,2006,All Commodities,Export,1491565996.0,,No Quantity,
Senegal,2005,All Commodities,Import,3497700592.0,,No Quantity,
Senegal,2005,All Commodities,Export,1470807171.0,,No Quantity,
Senegal,2004,All Commodities,Import,2839133202.0,,No Quantity,
Senegal,2004,All Commodities,Export,1315412288.0,,No Quantity,
Senegal,2003,All Commodities,Import,2398641404.0,,No Quantity,
Senegal,2003,All Commodities,Export,1154534363.0,,No Quantity,
Senegal,2002,All Commodities,Export,690797399.0,,No Quantity,
Senegal,2002,All Commodities,Import,1970434597.0,,No Quantity,
Senegal,2001,All Commodities,Import,1724459999.0,,No Quantity,
Senegal,2001,All Commodities,Export,782404578.0,,No Quantity,
Senegal,2000,All Commodities,Import,1546910031.0,,No Quantity,
Senegal,2000,All Commodities,Export,693346787.0,,No Quantity,
Senegal,1999,All Commodities,Import,1604359110.0,,No Quantity,
Senegal,1999,All Commodities,Export,471319844.0,,No Quantity,
Senegal,1998,All Commodities,Import,1573858432.0,,No Quantity,
Senegal,1998,All Commodities,Export,517367616.0,,No Quantity,
Senegal,1997,All Commodities,Import,1706332928.0,,No Quantity,
Senegal,1997,All Commodities,Export,344527488.0,,No Quantity,
Senegal,1996,All Commodities,Import,2134253440.0,,No Quantity,
Senegal,1996,All Commodities,Export,409322528.0,,No Quantity,
Serbia,2022,All Commodities,Export,29059511715.0,,No Quantity,
Serbia,2022,All Commodities,Import,41143747552.0,,No Quantity,
Serbia,2021,All Commodities,Import,33793017446.0,,No Quantity,
Serbia,2021,All Commodities,Export,25566160915.0,,No Quantity,
Serbia,2020,All Commodities,Export,19500829540.0,,No Quantity,
Serbia,2020,All Commodities,Import,26228037382.0,,No Quantity,
Serbia,2019,All Commodities,Export,19633048518.0,,No Quantity,
Serbia,2019,All Commodities,Import,26730093636.0,,No Quantity,
Serbia,2018,All Commodities,Import,25882635269.0,,No Quantity,
Serbia,2018,All Commodities,Export,19239126973.0,,No Quantity,
Serbia,2017,All Commodities,Import,22146377217.0,,No Quantity,
Serbia,2017,All Commodities,Export,16959040119.0,,No Quantity,
Serbia,2016,All Commodities,Export,14851777129.0,,No Quantity,
Serbia,2016,All Commodities,Import,19230912776.0,,No Quantity,
Serbia,2015,All Commodities,Export,13378933798.0,,No Quantity,
Serbia,2015,All Commodities,Import,18210171281.0,,No Quantity,
Serbia,2014,All Commodities,Export,14843348443.0,,No Quantity,
Serbia,2014,All Commodities,Import,20608584765.0,,No Quantity,
Serbia,2013,All Commodities,Export,14610779427.0,,No Quantity,
Serbia,2013,All Commodities,Import,20550989938.0,,No Quantity,
Serbia,2012,All Commodities,Export,11229030695.0,,No Quantity,
Serbia,2012,All Commodities,Import,18924891223.0,,No Quantity,
Serbia,2011,All Commodities,Export,11779477582.0,,No Quantity,
Serbia,2011,All Commodities,Import,19861908142.0,,No Quantity,
Serbia,2010,All Commodities,Export,9794515799.0,,No Quantity,
Serbia,2010,All Commodities,Import,16734509022.0,,No Quantity,
Serbia,2009,All Commodities,Export,8345076235.0,,No Quantity,
Serbia,2009,All Commodities,Import,16047433276.0,,No Quantity,
Serbia,2008,All Commodities,Export,10972082013.0,,No Quantity,
Serbia,2008,All Commodities,Import,22875303751.0,,No Quantity,
Serbia,2007,All Commodities,Export,8824700743.0,,No Quantity,
Serbia,2007,All Commodities,Import,18553606220.0,,No Quantity,
Serbia,2006,All Commodities,Export,6427891860.0,,No Quantity,
Serbia,2006,All Commodities,Import,13172329667.0,,No Quantity,
Serbia and Montenegro,2004,All Commodities,Export,3801328238.0,,No Quantity,
Serbia and Montenegro,2004,All Commodities,Import,11366466334.0,,No Quantity,
Serbia and Montenegro,2002,All Commodities,Export,2275037413.0,,No Quantity,
Serbia and Montenegro,2002,All Commodities,Import,6320071258.0,,No Quantity,
Serbia and Montenegro,2001,All Commodities,Export,1903293491.0,,No Quantity,
Serbia and Montenegro,2001,All Commodities,Import,4837039151.0,,No Quantity,
Serbia and Montenegro,2000,All Commodities,Import,3710596000.0,,No Quantity,
Serbia and Montenegro,2000,All Commodities,Export,1711074000.0,,No Quantity,
Serbia and Montenegro,1999,All Commodities,Import,3295209984.0,,No Quantity,
Serbia and Montenegro,1999,All Commodities,Export,1497405056.0,,No Quantity,
Serbia and Montenegro,1998,All Commodities,Import,4849333760.0,,No Quantity,
Serbia and Montenegro,1998,All Commodities,Export,2858166016.0,,No Quantity,
Serbia and Montenegro,1997,All Commodities,Import,4799141888.0,,No Quantity,
Serbia and Montenegro,1997,All Commodities,Export,2367984896.0,,No Quantity,
Serbia and Montenegro,1996,All Commodities,Import,4101850880.0,,No Quantity,
Serbia and Montenegro,1996,All Commodities,Export,1841746048.0,,No Quantity,
Serbia and Montenegro,1992,All Commodities,Import,3859204096.0,,No Quantity,
Serbia and Montenegro,1992,All Commodities,Export,2538493952.0,,No Quantity,
Seychelles,2021,All Commodities,Re-Export,1516328993.791,,No Quantity,
Seychelles,2021,All Commodities,Export,1951925732.167,,No Quantity,
Seychelles,2021,All Commodities,Import,1847879380.274,,No Quantity,
Seychelles,2020,All Commodities,Export,960861069.565,,No Quantity,
Seychelles,2020,All Commodities,Re-Export,517244788.657,,No Quantity,
Seychelles,2020,All Commodities,Import,1494104008.646,,No Quantity,
Seychelles,2019,All Commodities,Import,1438003981.558,,No Quantity,
Seychelles,2019,All Commodities,Export,824082560.113,,No Quantity,
Seychelles,2019,All Commodities,Re-Export,397749051.293,,No Quantity,
Seychelles,2018,All Commodities,Import,1745336917.025,,No Quantity,
Seychelles,2018,All Commodities,Re-Export,332921191.541,,No Quantity,
Seychelles,2018,All Commodities,Export,849885247.572,,No Quantity,
Seychelles,2017,All Commodities,Import,3452594830.878,,No Quantity,
Seychelles,2017,All Commodities,Re-Export,2716442143.008,,No Quantity,
Seychelles,2017,All Commodities,Export,3160513528.603,,No Quantity,
Seychelles,2016,All Commodities,Re-Export,140051264.092,,No Quantity,
Seychelles,2016,All Commodities,Export,483876547.531,,No Quantity,
Seychelles,2016,All Commodities,Import,1532845668.14,,No Quantity,
Seychelles,2015,All Commodities,Re-Export,143993966.177,,No Quantity,
Seychelles,2015,All Commodities,Export,475740784.644,,No Quantity,
Seychelles,2015,All Commodities,Import,976609182.679,,No Quantity,
Seychelles,2014,All Commodities,Export,1652992306.991,,No Quantity,
Seychelles,2014,All Commodities,Re-Export,573980567.196,,No Quantity,
Seychelles,2014,All Commodities,Import,2776595142.659,,No Quantity,
Seychelles,2013,All Commodities,Import,2890842925.751,,No Quantity,
Seychelles,2013,All Commodities,Export,1759233368.253,,No Quantity,
Seychelles,2013,All Commodities,Re-Export,413659344.022,,No Quantity,
Seychelles,2012,All Commodities,Re-Export,544344577.12,,No Quantity,
Seychelles,2012,All Commodities,Import,2985795231.433,,No Quantity,
Seychelles,2012,All Commodities,Export,1968580674.57,,No Quantity,
Seychelles,2011,All Commodities,Export,2806807397.743,,No Quantity,
Seychelles,2011,All Commodities,Re-Export,593258403.349,,No Quantity,
Seychelles,2011,All Commodities,Import,5146943417.905,,No Quantity,
Seychelles,2010,All Commodities,Export,1252747027.827,,No Quantity,
Seychelles,2010,All Commodities,Import,3549491827.841,,No Quantity,
Seychelles,2010,All Commodities,Re-Export,452892251.377,,No Quantity,
Seychelles,2009,All Commodities,Re-Export,821870.572,,No Quantity,
Seychelles,2009,All Commodities,Import,2084203760.941,,No Quantity,
Seychelles,2009,All Commodities,Export,331782665.962,,No Quantity,
Seychelles,2008,All Commodities,Export,701947996.739,,No Quantity,
Seychelles,2008,All Commodities,Import,2595728224.003,,No Quantity,
Seychelles,2008,All Commodities,Re-Export,276505652.509,,No Quantity,
Seychelles,2007,All Commodities,Import,2457752732.33,,No Quantity,
Seychelles,2007,All Commodities,Re-Export,415554855.317,,No Quantity,
Seychelles,2007,All Commodities,Export,1042462289.073,,No Quantity,
Seychelles,2006,All Commodities,Re-Export,427118060.347,,No Quantity,
Seychelles,2006,All Commodities,Import,2163305737.272,,No Quantity,
Seychelles,2006,All Commodities,Export,1076992781.842,,No Quantity,
Seychelles,2005,All Commodities,Import,1832553537.127,,No Quantity,
Seychelles,2005,All Commodities,Export,790755917.187,,No Quantity,
Seychelles,2005,All Commodities,Re-Export,284907155.188,,No Quantity,
Seychelles,2004,All Commodities,Import,1364220312.271,,No Quantity,
Seychelles,2004,All Commodities,Export,812925961.795,,No Quantity,
Seychelles,2004,All Commodities,Re-Export,262065926.837,,No Quantity,
Seychelles,2003,All Commodities,Import,1093494096.034,,No Quantity,
Seychelles,2003,All Commodities,Export,716131489.623,,No Quantity,
Seychelles,2003,All Commodities,Re-Export,141621509.572,,No Quantity,
Seychelles,2002,All Commodities,Import,419795922.0,,No Quantity,
Seychelles,2002,All Commodities,Re-Export,48295676.0,,No Quantity,
Seychelles,2002,All Commodities,Export,226796265.0,,No Quantity,
Seychelles,2001,All Commodities,Import,476133362.0,,No Quantity,
Seychelles,2001,All Commodities,Re-Export,63448358.0,,No Quantity,
Seychelles,2001,All Commodities,Export,216156836.0,,No Quantity,
Seychelles,2000,All Commodities,Import,342441262.0,,No Quantity,
Seychelles,2000,All Commodities,Re-Export,64315256.0,,No Quantity,
Seychelles,2000,All Commodities,Export,193679154.0,,No Quantity,
Seychelles,1999,All Commodities,Import,429447856.0,,No Quantity,
Seychelles,1999,All Commodities,Re-Export,36168679.0,,No Quantity,
Seychelles,1999,All Commodities,Export,144963884.0,,No Quantity,
Seychelles,1998,All Commodities,Import,383657010.0,,No Quantity,
Seychelles,1998,All Commodities,Re-Export,31461302.0,,No Quantity,
Seychelles,1998,All Commodities,Export,121531181.0,,No Quantity,
Seychelles,1997,All Commodities,Import,340064857.0,,No Quantity,
Seychelles,1997,All Commodities,Re-Export,43789025.0,,No Quantity,
Seychelles,1997,All Commodities,Export,113656443.0,,No Quantity,
Seychelles,1996,All Commodities,Import,346715232.0,,No Quantity,
Seychelles,1996,All Commodities,Re-Export,98239400.0,,No Quantity,
Seychelles,1996,All Commodities,Export,139353280.0,,No Quantity,
Seychelles,1995,All Commodities,Import,254654816.0,,No Quantity,
Seychelles,1995,All Commodities,Re-Export,29258520.0,,No Quantity,
Seychelles,1995,All Commodities,Export,53127636.0,,No Quantity,
Seychelles,1994,All Commodities,Import,206488384.0,,No Quantity,
Seychelles,1994,All Commodities,Export,51771584.0,,No Quantity,
Seychelles,1994,All Commodities,Re-Export,28027268.0,,No Quantity,
Sierra Leone,2018,All Commodities,Import,986898687.8,,No Quantity,
Sierra Leone,2018,All Commodities,Export,205368284.276,,No Quantity,
Sierra Leone,2017,All Commodities,Import,1073617079.082,,No Quantity,
Sierra Leone,2017,All Commodities,Re-Export,40006075.533,,No Quantity,
Sierra Leone,2017,All Commodities,Export,102651588.819,,No Quantity,
Sierra Leone,2016,All Commodities,Re-Export,14105400.0,,No Quantity,
Sierra Leone,2016,All Commodities,Export,465595233.0,,No Quantity,
Sierra Leone,2016,All Commodities,Import,957927386.0,,No Quantity,
Sierra Leone,2015,All Commodities,Import,1759408505.0,,No Quantity,
Sierra Leone,2015,All Commodities,Re-Export,12447725.0,,No Quantity,
Sierra Leone,2015,All Commodities,Export,93257547.0,,No Quantity,
Sierra Leone,2014,All Commodities,Import,2056845874.0,,No Quantity,
Sierra Leone,2014,All Commodities,Export,279253408.0,,No Quantity,
Sierra Leone,2002,All Commodities,Import,351962848.0,,No Quantity,
Sierra Leone,2002,All Commodities,Export,41421968.0,,No Quantity,
Sierra Leone,2000,All Commodities,Import,151688951.0,,No Quantity,
Sierra Leone,2000,All Commodities,Export,13032829.0,,No Quantity,
Sierra Leone,2000,All Commodities,Re-Export,978674.0,,No Quantity,
Singapore,2022,All Commodities,Import,475412874146.485,,No Quantity,
Singapore,2022,All Commodities,Export,514966127005.217,,No Quantity,
Singapore,2021,All Commodities,Export,457081283281.544,,No Quantity,
Singapore,2021,All Commodities,Import,406318349182.047,,No Quantity,
Singapore,2020,All Commodities,Import,328624455636.331,,No Quantity,
Singapore,2020,All Commodities,Export,373683730056.067,,No Quantity,
Singapore,2019,All Commodities,Export,390331757374.414,,No Quantity,
Singapore,2019,All Commodities,Import,358974637219.11,,No Quantity,
Singapore,2018,All Commodities,Export,411743293747.485,,No Quantity,
Singapore,2018,All Commodities,Import,370503520526.988,,No Quantity,
Singapore,2017,All Commodities,Export,373238295843.569,,No Quantity,
Singapore,2017,All Commodities,Import,327690657116.713,,No Quantity,
Singapore,2016,All Commodities,Export,338081970453.751,,No Quantity,
Singapore,2016,All Commodities,Import,291908368784.572,,No Quantity,
Singapore,2015,All Commodities,Export,357941228869.167,,No Quantity,
Singapore,2015,All Commodities,Import,308121655073.491,,No Quantity,
Singapore,2014,All Commodities,Export,415418246994.09,,No Quantity,
Singapore,2014,All Commodities,Import,377937643311.024,,No Quantity,
Singapore,2013,All Commodities,Export,419931654465.025,,No Quantity,
Singapore,2013,All Commodities,Import,388046698517.076,,No Quantity,
Singapore,2012,All Commodities,Export,415615109732.498,,No Quantity,
Singapore,2012,All Commodities,Import,385832691727.235,,No Quantity,
Singapore,2011,All Commodities,Export,416289215811.303,,No Quantity,
Singapore,2011,All Commodities,Import,372640256623.704,,No Quantity,
Singapore,2010,All Commodities,Export,353240364955.672,,No Quantity,
Singapore,2010,All Commodities,Import,313071073658.516,,No Quantity,
Singapore,2009,All Commodities,Export,271079917819.0,,No Quantity,
Singapore,2009,All Commodities,Import,247216196618.0,,No Quantity,
Singapore,2008,All Commodities,Export,341079321209.0,,No Quantity,
Singapore,2008,All Commodities,Import,323019797003.0,,No Quantity,
Singapore,2007,All Commodities,Export,301594913311.0,,No Quantity,
Singapore,2007,All Commodities,Import,264766012197.0,,No Quantity,
Singapore,2006,All Commodities,Export,273382012980.0,,No Quantity,
Singapore,2006,All Commodities,Import,239919888518.0,,No Quantity,
Singapore,2005,All Commodities,Export,230343507443.0,,No Quantity,
Singapore,2005,All Commodities,Import,200724436294.0,,No Quantity,
Singapore,2004,All Commodities,Export,198632635437.0,,No Quantity,
Singapore,2004,All Commodities,Import,173581211165.0,,No Quantity,
Singapore,2003,All Commodities,Export,159963347826.0,,No Quantity,
Singapore,2003,All Commodities,Import,136264162376.0,,No Quantity,
Singapore,2002,All Commodities,Export,125177090679.0,,No Quantity,
Singapore,2002,All Commodities,Import,116440933211.0,,No Quantity,
Singapore,2001,All Commodities,Export,121753788784.0,,No Quantity,
Singapore,2001,All Commodities,Import,116002509920.0,,No Quantity,
Singapore,2000,All Commodities,Export,137805720273.0,,No Quantity,
Singapore,2000,All Commodities,Import,134545794204.0,,No Quantity,
Singapore,1999,All Commodities,Export,114681728362.0,,No Quantity,
Singapore,1999,All Commodities,Import,111060866386.0,,No Quantity,
Singapore,1998,All Commodities,Export,109904936960.0,,No Quantity,
Singapore,1998,All Commodities,Import,101731540992.0,,No Quantity,
Singapore,1997,All Commodities,Export,124988069164.0,,No Quantity,
Singapore,1997,All Commodities,Import,132441673839.0,,No Quantity,
Singapore,1996,All Commodities,Export,125007762852.0,,No Quantity,
Singapore,1996,All Commodities,Import,131339984705.0,,No Quantity,
Singapore,1995,All Commodities,Export,118263103488.0,,No Quantity,
Singapore,1995,All Commodities,Import,124503449600.0,,No Quantity,
Singapore,1994,All Commodities,Export,96824549376.0,,No Quantity,
Singapore,1994,All Commodities,Import,102669287424.0,,No Quantity,
Singapore,1993,All Commodities,Export,74005471232.0,,No Quantity,
Singapore,1993,All Commodities,Import,85230485504.0,,No Quantity,
Singapore,1992,All Commodities,Export,63463108608.0,,No Quantity,
Singapore,1992,All Commodities,Import,72173641728.0,,No Quantity,
Singapore,1991,All Commodities,Export,58953314304.0,,No Quantity,
Singapore,1991,All Commodities,Import,66093694976.0,,No Quantity,
Singapore,1990,All Commodities,Export,52715892736.0,,No Quantity,
Singapore,1990,All Commodities,Import,60790210560.0,,No Quantity,
Singapore,1989,All Commodities,Export,44686630912.0,,No Quantity,
Singapore,1989,All Commodities,Import,49689128960.0,,No Quantity,
Slovakia,2022,All Commodities,Export,108238390513.634,,No Quantity,
Slovakia,2022,All Commodities,Import,115784469709.566,,No Quantity,
Slovakia,2021,All Commodities,Export,104733320881.922,,No Quantity,
Slovakia,2021,All Commodities,Import,105141762064.531,,No Quantity,
Slovakia,2020,All Commodities,Import,84998491746.844,,No Quantity,
Slovakia,2020,All Commodities,Export,86707796106.473,,No Quantity,
Slovakia,2019,All Commodities,Export,89920373305.213,,No Quantity,
Slovakia,2019,All Commodities,Import,90915779957.205,,No Quantity,
Slovakia,2018,All Commodities,Import,92985532750.848,,No Quantity,
Slovakia,2018,All Commodities,Export,93465539984.579,,No Quantity,
Slovakia,2017,All Commodities,Export,83428380735.987,,No Quantity,
Slovakia,2017,All Commodities,Import,81872734015.513,,No Quantity,
Slovakia,2016,All Commodities,Import,74941126942.511,,No Quantity,
Slovakia,2016,All Commodities,Export,76990001036.061,,No Quantity,
Slovakia,2015,All Commodities,Export,75010058852.796,,No Quantity,
Slovakia,2015,All Commodities,Import,73104846424.613,,No Quantity,
Slovakia,2014,All Commodities,Export,85774098879.736,,No Quantity,
Slovakia,2014,All Commodities,Import,81165275151.103,,No Quantity,
Slovakia,2013,All Commodities,Export,85173871823.805,,No Quantity,
Slovakia,2013,All Commodities,Import,80766036927.295,,No Quantity,
Slovakia,2012,All Commodities,Export,79913380317.268,,No Quantity,
Slovakia,2012,All Commodities,Import,76333967704.111,,No Quantity,
Slovakia,2011,All Commodities,Export,78998576809.608,,No Quantity,
Slovakia,2011,All Commodities,Import,78799145931.063,,No Quantity,
Slovakia,2010,All Commodities,Export,65289364866.118,,No Quantity,
Slovakia,2010,All Commodities,Import,65645602040.922,,No Quantity,
Slovakia,2009,All Commodities,Export,55553022159.0,,No Quantity,
Slovakia,2009,All Commodities,Import,55159944855.0,,No Quantity,
Slovakia,2008,All Commodities,Import,72611558377.0,,No Quantity,
Slovakia,2008,All Commodities,Export,70188697344.0,,No Quantity,
Slovakia,2007,All Commodities,Import,59207793369.0,,No Quantity,
Slovakia,2007,All Commodities,Export,58036003409.0,,No Quantity,
Slovakia,2006,All Commodities,Import,44758621589.0,,No Quantity,
Slovakia,2006,All Commodities,Export,41686247338.0,,No Quantity,
Slovakia,2005,All Commodities,Import,34225828873.0,,No Quantity,
Slovakia,2005,All Commodities,Export,31852133630.0,,No Quantity,
Slovakia,2004,All Commodities,Import,29456675922.0,,No Quantity,
Slovakia,2004,All Commodities,Export,27864033854.0,,No Quantity,
Slovakia,2003,All Commodities,Import,22600764722.0,,No Quantity,
Slovakia,2003,All Commodities,Export,21916964382.0,,No Quantity,
Slovakia,2002,All Commodities,Import,16627735554.0,,No Quantity,
Slovakia,2002,All Commodities,Export,14477417105.0,,No Quantity,
Slovakia,2001,All Commodities,Import,14769682306.0,,No Quantity,
Slovakia,2001,All Commodities,Export,12635923084.0,,No Quantity,
Slovakia,2000,All Commodities,Import,12774126851.0,,No Quantity,
Slovakia,2000,All Commodities,Export,11884547516.0,,No Quantity,
Slovakia,1999,All Commodities,Import,11130500282.0,,No Quantity,
Slovakia,1999,All Commodities,Export,10056773255.0,,No Quantity,
Slovakia,1998,All Commodities,Import,13070530560.0,,No Quantity,
Slovakia,1998,All Commodities,Export,10718081024.0,,No Quantity,
Slovakia,1997,All Commodities,Import,11726973952.0,,No Quantity,
Slovakia,1997,All Commodities,Export,9633901568.0,,No Quantity,
Slovakia,1996,All Commodities,Import,9409979392.0,,No Quantity,
Slovakia,1996,All Commodities,Export,7490881536.0,,No Quantity,
Slovakia,1995,All Commodities,Import,8161863680.0,,No Quantity,
Slovakia,1995,All Commodities,Export,8374272512.0,,No Quantity,
Slovakia,1994,All Commodities,Import,6610932736.0,,No Quantity,
Slovakia,1994,All Commodities,Export,6690227200.0,,No Quantity,
Slovenia,2022,All Commodities,Export,55478922372.081,,No Quantity,
Slovenia,2022,All Commodities,Import,59722795456.538,,No Quantity,
Slovenia,2021,All Commodities,Import,49067424644.125,,No Quantity,
Slovenia,2021,All Commodities,Export,46692128069.11,,No Quantity,
Slovenia,2020,All Commodities,Import,36512669081.431,,No Quantity,
Slovenia,2020,All Commodities,Export,37471094173.243,,No Quantity,
Slovenia,2019,All Commodities,Export,37574594379.51,,No Quantity,
Slovenia,2019,All Commodities,Import,38162054184.9,,No Quantity,
Slovenia,2018,All Commodities,Import,36267337521.5,,No Quantity,
